goog, 1148.50, 2014-01-15 14:14:46 -0500
goog, 1148.54, 2014-01-15 14:17:01 -0500
yhoo, 40.90, 2014-01-15 14:17:13 -0500
aapl, 557.62, 2014-01-15 14:21:21 -0500
ctrl, 30.7072, 2014-01-15 14:24:14 -0500
ctrl, 30.7072, 2014-01-15 14:24:19 -0500
